1740828800292,713,Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-9,,true,,5664,545,2,2,null,0,12,543
1740828800295,713,Launch-142,200,,jp@gc - Ultimate Thread Group 1-9,text,true,,5664,545,2,2,https://petstore.octoperf.com/actions/Catalog.action,711,0,543
1740828797341,3509,Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-10,,true,,5664,545,2,2,null,0,214,3183
1740828797553,3509,Launch-142,200,,jp@gc - Ultimate Thread Group 1-10,text,true,,5664,545,2,2,https://petstore.octoperf.com/actions/Catalog.action,3373,0,3183
1740828801057,179,click-signin,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-9,,true,,4093,676,2,2,null,0,1008,0
1740828802064,179,click-signin-155,200,,jp@gc - Ultimate Thread Group 1-9,text,true,,4093,676,2,2,https://petstore.octoperf.com/actions/Account.action;jsessionid=B3EB6FCEAB153A712871B1DC0E9F9568?signonForm=,179,0,0
1740828801064,164,click-signin,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-10,,true,,4095,676,2,2,null,0,1049,0
1740828802112,164,click-signin-155,200,,jp@gc - Ultimate Thread Group 1-10,text,true,,4095,676,2,2,https://petstore.octoperf.com/actions/Account.action;jsessionid=B3EB6FCEAB153A712871B1DC0E9F9568?signonForm=,164,0,0
1740828802244,851,loginbyusername-password,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-9,,true,,10510,2461,3,3,null,0,1062,0
1740828802278,800,loginbyusername-password,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-10,,true,,10510,2461,3,3,null,0,1079,0
1740828803345,539,loginbyusername-password-183,200,,jp@gc - Ultimate Thread Group 1-10,text,true,,5370,1785,3,3,https://petstore.octoperf.com/actions/Catalog.action,190,0,0
1740828803295,591,loginbyusername-password-183,200,,jp@gc - Ultimate Thread Group 1-9,text,true,,5370,1785,3,3,https://petstore.octoperf.com/actions/Catalog.action,240,0,0
1740828803345,190,loginbyusername-password-183-0,302,,jp@gc - Ultimate Thread Group 1-10,,true,,230,1021,3,3,https://petstore.octoperf.com/actions/Account.action,190,0,0
